
                                    96LIST
                    BBS's Supporting 9600 bps CONNECT Rates

                         Compiled and Distributed by:
                      The DownTown BBS - Los Angeles, CA
                                (213) 484-0260
                         [3/12/2400 -- Public Access]
              9600 v.32/14.4k v.32bis/14.4k HST Lines Available

             See 96MODEM.LST for Modem abbreviations used below.

  AC/Phone        BBS Name                        City       State  Modem
816-231-3002  The Heartbreak Ridge        Kansas City        MO     DS
816-232-2813  HOLLYWOOD Tonite!!          St Joseph          MO     HST
816-233-1357  CMOS OPUS BBS               St Joseph          MO     DS
816-241-8869  Transient Technologies      Kansas City        MO     HST
816-246-5253  The Guru Zone               Lees Summit        MO     HST
816-322-1133  Happy Hour BBS              Raymore            MO     HST
816-322-4547  SOLO-Quest                  Belton             MO     HST
816-353-3462  Writers' Block BBS          Raytown            MO     DS
816-356-0901  K C Central BBS             Raytown            MO     DS
816-358-3204  The Power Board - CBCS      Raytown            MO     DS
816-364-1035  MEGA-Link BBS               St Joseph          MO     HST
816-436-2843  Maple Woods BBS             Kansas City        MO     HST
816-444-4960  Laser Online                Kansas City        MO     DS
816-587-5360  Amiga Central BBS           Kansas City        MO     V32
816-587-9936  The File Shop BBS           Kansas City        MO     HST
816-746-4747  The BullPen BBS             Parkville          MO     V32
816-761-0860  Infinity BBS                Kansas City        MO     HST
816-761-4039  Rampart General BBS         Kansas City        MO     DS2
816-765-9306  Barsoom BBS                 Kansas City        MO     HST
816-822-8233  ProBoard Plus               Kansas City        MO     DS
817-244-7136  The Bone Box                Fort Worth         TX     HST
817-277-9042  Emporium                    ......             TX     CS1
817-284-1520  GeneSys I BBS               Hurst              TX     VH
817-293-1134  The AIDS Chat Line          Everman            TX     HST
817-326-4101  Chaparral BBS               Grandbury          TX     HST
817-329-1614  The Dew Line                Grapevine          TX     HST
817-367-0401  Automation                  White Settlement   TX     HST
817-367-3828  The Mail Drop               White Settlement   TX     HST
817-370-7304  Monty's Place               Fort Worth         TX     DS
817-381-7905  The Moose's Den             Denton             TX     HST
817-387-5155  The Big Book BBS            Denton             TX     HST
817-430-5131  The Dandy Tandy BBS         Roanoke            TX     DS
817-447-1969  The ARChive                 Burleson           TX     HST
817-447-3527  The Speed Way               Fort Worth         TX     DS
817-457-9800  CTR Company                 Fort Worth         TX     HST
817-477-4824  The Elite Circle            Mansfield          TX     HST
817-478-0744  Gemini                      Arlington          TX     HST
817-491-1516  The Alternative Adult       Roanoke            TX     DS
817-497-4110  The Andromeda Galaxy        Corinth            TX     HST
817-497-6325  [NEC]/[SDN]                 Corinth            TX     HST
817-526-2941  Bill's Try                  Killeen            TX     HST
817-540-3527  Spare Parts                 Bedford            TX     HST
817-547-1734  Virtual Reality BBS         Copperas Cove      TX     DS
817-554-2515  The Land Beyond             Killeen            TX     HST
817-560-9165  Bob's Bear Line             Fort Worth         TX     HST
817-573-0156  Turbo AT! BBS               Granbury           TX     DS
817-656-4282  The Back Door               Fort Worth         TX     DS
817-656-7620  The Third Eye BBS           Fort Worth         TX     HST
817-656-8093  The Gallery                 Fort Worth         TX     DS
817-662-2361  File Quest                  Waco               TX     DS2
817-666-5137  The Unicorner BBS           Waco               TX     DS2
817-685-2737  CompuServe                  Ft. Worth          TX     V32
817-695-0058  The ClipBoard (tm)          Arlington          TX     DS
817-696-9617  The ID/ST Vortex            Wichita Falls      TX     HST
817-731-1754  Obscured By Clouds          Fort Worth         TX     DS
817-732-6157  Shadowdale                  Fort Worth         TX     DS
817-735-1626  Bowl Of Chili!              Fort Worth         TX     HST
817-735-8006  The BBN                     Fort Worth         TX     HST
817-738-3454  The Pulse                   Fort Worth         TX     DS
817-752-4999  Feet First BBS              Waco               TX     HST
817-754-7758  Waco Info Net               Waco               TX     HST
817-756-3123  The Blood Bank II           Waco               TX     V32
817-756-7343  The Blood Bank              Waco               TX     V32
817-756-7565  The Mule Barn               Waco               TX     HST
817-776-0291  The Private EaR III         Waco               TX     DS
817-776-6041  The Private EaR II          Waco               TX     DS2
817-776-9877  The Private EaR             Waco               TX     DS2
817-799-1570  TSTI INFO NET               Waco               TX     HST
817-840-2140  Hello World                 McGregor           TX     HST
817-848-5840  Back Stage                  Waco               TX     HST
817-851-6909  ChessMaster BBS             ......             TX     CS1
817-857-4241  The Fissure                 Waco               TX     V32
817-947-8899  Comland PC-Board BBS        Austin             TX     HST
818-240-0415  Panasia BBS                 Glendale           CA     DS2
818-240-5774  Infinity Ltd                Glendale           CA     HST
818-248-1087  BJ's RBBS                   La Crescenta       CA     HST
818-248-2013  MIX BBS 1                   Glendale           CA     2400
818-248-2314  MIX BBS 2                   Glendale           CA     DS
818-248-3088  HOT TIPS Private            Glendale           CA     CS1
818-248-8974  HOT TIPS Public             Glendale           CA     2400
818-284-3554  Alhambra Data Exchange      Alhambra           CA     HST4
818-288-0573  Eclair BBS                  Monterey Park      CA     V32
818-330-0580  Medi-Call BBS               La Puente          CA     DS2
818-352-2993  Central Computer Banks      Tujunga            CA     HST
818-353-2242  KnowledgeBase Of Henry Geo  Tujunga            CA     CS1
818-353-5873  AirConditioned Nightmare    Tujunga            CA     V32B
818-353-8891  Mysteria                    Tujunga            CA     DS2
818-562-3014  The Night Shift BBS         Burbank            CA     V32B
818-566-7912  Rambo Scan                  ......             CA     CS1
818-579-3711  Programmers Exchange        Monterey Park      CA     CS1
818-579-9711  Programmers Exchange        Monterey Park      CA     HST
818-700-9591  Third World                 Chatsworth         CA     HST
818-752-8045  CompuServe                  North Hollywood    CA     V32
818-765-1215  Computer Addicts            North Hollywood    CA     HST
818-766-0911  The Annex                   Studio City        CA     DS
818-769-7320  Allegory of the Cave        North Hollywood    CA     ULT
818-772-0384  MoonBeams BBS               Northridge         CA     DS2
818-798-2793  Global BBS                  Pasadena           CA     HST
818-891-1344  The Tool Shop               Panorama City      CA     VH
818-891-3772  The Tool Shop               Panorama City      CA     HST
818-891-6780  The Tool Shop               Panorama City      CA     2400
818-896-4015  The Ledge PC-Board          Lakeview Terrace   CA     DS2
818-913-6843  Learning Experience         La Puente          CA     V32
818-951-4445  Mac Valhalla BBS            Tujunga            CA     DS
818-955-9681  The Night Shift BBS         Burbank            CA     DS
818-965-6241  The Drawing Board           Hacienda Heights   CA     DS
818-965-7220  House Atreides              Rowland Heights    CA     HST
818-969-9170  Azusa Pacific BBS           Azusa              CA     HST
818-988-9791  CompuServe                  Van Nuys           CA     V32
819-459-2882  Up The Line                 Wakefield          QUE    HST
819-561-5268  Synapse BBS                 Gatineau           QUE    HST
819-568-7013  The Game Room               Gatineau           QUE    HST
819-595-4917  La Jungle                   Hull               QUE    HST
819-682-5400  DomTech                     Aylmer             QUE    DS
819-685-9046  Multi Vision                Aylmer             QUE    HST
819-689-5465  Gil's PC                    Chapeau            QUE    DS
819-770-5163  SuperByte'386               Hull               QUE    HST4
819-778-3856  R&D BBS                     Hull               QUE    HST
819-822-4312  Ulysses Opus                Sherbrooke         QUE    HST
819-827-0492  Brian & Wendy's BBS         Cantley            QUE    HST
901-345-0117  CornerStone TBBS            Memphis            TN     HST
901-357-1778  The High Flying BBS         Memphis            TN     HST
901-366-7221  Crystal Clear Ideas Netwrk  Memphis            TN     HST
901-367-0837  The South Poll              Memphis            TN     DS
901-372-3143  The Neutral Zone            Bartlett           TN     HST
901-373-4188  HaditNet                    Memphis            TN     HST
901-373-5941  Cheers BBS                  Memphis            TN     DS2
901-382-0337  The Labrynth BBS            Memphis            TN     DS2
901-386-1760  The Full Moon BBS           Memphis            TN     HST
